start_betriebsstelle,ziel_betriebsstelle,mean_delay,median_delay,number_of_trips
CV,EGG,1.7833333333333334,1.7833333333333334,1
CV,GM G,10.908333333333333,10.908333333333333,2
CV,IRN,6.733333333333333,6.733333333333333,1
CV,NF,26.875,26.875,2
CV,WF H1,4.66546762589928,0.6499999999999999,278
CV,WFG,50.986111111111114,51.80833333333334,6
DG,OW,5.116666666666666,5.116666666666666,1
DK,DK,3.147156862745098,0.0,170
DK,MLX,41.90833333333334,41.90833333333334,2
DK,WBF,-4.683333333333334,-4.683333333333334,1
DLB,DLB,7.333333333333333,7.333333333333333,1
DLB,GKF,21.083333333333336,21.083333333333336,2
DLB,GZS,4.6288888888888895,2.1333333333333333,15
DLBH1,BGLH2,28.427083333333336,22.625,8
DLBH3,GZS,0.43333333333333335,0.43333333333333335,1
DNV,DNV,25.0,25.0,1
DNV,MACG,31.626666666666665,15.733333333333334,10
DNV,OF,5.4655946543601575,3.35,3467
DNV,RAF,23.133333333333333,23.133333333333333,1
DNV,SFLS12,6.133333333333334,6.133333333333334,1
DNV,ST,3.058333333333333,3.058333333333333,2
DNV,STC,2.5166666666666666,2.5166666666666666,1
DO H1,BG,1.5165277777777777,0.9333333333333333,120
DO H1,HFU,4.033333333333333,4.033333333333333,1
DO H1,LATH1,0.8629166666666667,0.4166666666666667,120
DO H1,LATW1,0.4166666666666667,0.4166666666666667,1
DO H1,LIR,0.15089126559714794,-0.13333333333333333,187
DO H1,MT G,2.0556872037914693,1.9,211
DO H2,B  H1,6.933333333333334,6.933333333333334,1
DO S11,MT G,1.3916666666666666,1.3916666666666666,2
DOE,GU Z2,0.35,0.35,1
DOE,STV,5.366666666666666,5.366666666666666,1
DOK,BU,1.2466230936819171,0.21666666666666667,153
DOK,FLD,-0.36333333333333334,-0.4,5
DOK,GLO,3.285416666666667,3.216666666666667,8
DOK,GLOS21,2.9081274778896007,0.8666666666666667,1093
DOK,HAIH2,1.0506410256410257,0.575,52
DOK,KLSS21,1.3112903225806452,0.7666666666666667,31
DOK,KSW,4.313888888888889,0.32499999999999996,6
DOK,LGF,7.690476190476191,6.041666666666667,14
DOK,MAT,0.9556506849315068,-0.06666666666666667,292
DOK,MD S31,2.5,2.5,2
DOK,MZG,2.6247807017543856,-0.025,76
DOK,NB,8.633333333333333,8.633333333333333,1
DOK,NBN,1.8883027522935782,0.7166666666666667,218
DOK,NEKS11,33.78333333333333,33.78333333333333,1
DOK,PET,2.275,2.275,2
DOK,STRS21,39.3,39.3,1
DOK,TN S21,20.276666666666667,20.716666666666665,5
DOK,WBFS11,8.033333333333333,8.1,3
DR,KT,2.529166666666667,1.7833333333333332,8
DR,STV,0.5239583333333333,-1.225,16
DRG,BF S21,33.03333333333333,37.108333333333334,4
DRG,BVSH1,27.35,27.35,1
DRG,LB H1,26.05,26.05,1
DRG,NB,-2.683333333333333,-2.683333333333333,1
DRG,NBN,5.520253164556962,3.3333333333333335,79
DRG,O,3.6277777777777778,2.283333333333333,3
DRG,OW,32.18333333333333,32.18333333333333,1
DRG,SUEW1,-0.26666666666666666,-0.26666666666666666,1
E,E,0.3756410256410261,0.36666666666666664,13
E,WULG,0.012230215827338128,-0.06666666666666667,2085
E,WULH1H,0.0,0.0,1
EBN,M  S12,-0.5666666666666667,-0.5666666666666667,1
EBN,PIC,9.45,9.45,1
EBR,BLS,1.6049130763416477,0.4,441
EBR,GN S11,22.133333333333333,22.133333333333333,1
EBR,MLX,3.5166666666666666,3.5166666666666666,2
EBR,MUES12,22.766666666666666,22.766666666666666,1
EBR,OST,0.9333333333333333,0.9333333333333333,1
EBR,OW,1.0,1.0,1
EBR,WBF,0.32380174291938996,-0.43333333333333335,306
EBR,WP,1.3553763440860214,0.4666666666666667,31
EDBS22,OW,36.916666666666664,36.916666666666664,1
EDL,NGG,-0.31666666666666665,-0.31666666666666665,1
EDLA2,EDLA1,0.0,0.0,1
EDLA2,KW,0.8416666666666667,0.8416666666666667,2
EDLA2,NGG,0.9493719090009891,0.4166666666666667,3370
EDLA2,SGKA1,0.0,0.0,1
EDO,WF H1,4.28125,4.491666666666667,8
EF,EF H1,3.45,3.45,1
EF,NBN,1.9926126126126127,1.0166666666666666,2590
EF G,HKAG,29.450000000000003,29.450000000000003,2
EF H1,EF,10.516666666666667,10.516666666666667,1
EF W2,NBN,1.888888888888889,0.7666666666666667,3
EGGS11,GM G,0.2,0.2,1
EGGS12,AH A1,2.3666666666666667,2.3666666666666667,1
EGGS12,EGGS12,1.4333333333333333,1.4333333333333333,1
EGGS12,KEN,31.716666666666665,31.716666666666665,1
EGGS12,NF,-2.066666666666667,-2.066666666666667,1
EGGS12,TU,36.025,36.025,2
EGGS12,TUB,0.5333333333333333,0.5333333333333333,2
EGGS12,WF H1,0.9315807560137457,-0.05,1455
EH,BCHH4,26.204166666666666,31.55833333333333,12
EH,EH,4.748177083333333,3.7083333333333335,64
EH,GRO,6.0,6.0,1
EH,RT,3.0166666666666666,3.0166666666666666,1
EH,VI,3.5609347442680774,2.7,189
EH,VI G,1.5,1.5,1
EH,VI H1A,-0.15,-0.15,1
EL H3,ZUR,-1.9666666666666666,-1.9666666666666666,1
EL S22,HFG,7.592857142857143,3.5833333333333335,7
EL S22,OF,0.7555555555555555,0.3,3
ENZ,BU,6.95,6.95,1
ENZ,KLSS21,0.4,0.4,1
ENZH1,BU,0.9292183622828785,-0.20833333333333334,1612
ENZH1,CAT,4.541666666666666,4.541666666666666,2
ENZH1,CF Z1,18.708333333333336,18.708333333333336,2
ENZH1,ENZ,0.016666666666666663,0.016666666666666663,2
ENZH1,FT,4.333333333333333,4.333333333333333,1
ENZH1,GEFS12,11.583333333333334,11.583333333333334,1
ENZH1,GLO,2.5722222222222224,1.0,3
ENZH1,GLOS21,3.5008723599632687,1.6333333333333333,363
ENZH1,KLSS21,4.131725721784777,3.183333333333333,1524
ENZH1,KSW,14.133333333333333,13.024999999999999,4
ENZH1,LDF,6.811111111111111,-0.1,3
ENZH1,LDFS12,1.0166666666666666,1.0166666666666666,1
ENZH1,LGF,9.819583333333334,7.408333333333333,40
ENZH1,MAT,3.3595800524934383,2.566666666666667,127
ENZH1,MB,7.05,7.05,1
ENZH1,MB H1H,32.13333333333333,32.13333333333333,1
ENZH1,N,3.6333333333333333,3.6333333333333333,1
ENZH1,NBN,7.983333333333333,9.133333333333333,3
ENZH1,NEKS11,3.8,3.8,1
ENZH1,NG,47.205555555555556,11.783333333333333,3
ENZH1,NW U11,0.25,0.25,1
ENZH1,O,13.334848484848484,10.366666666666667,77
ENZH1,SUEW1,0.8362318840579711,0.05,23
ENZH1,TN S21,32.03333333333333,32.03333333333333,1
ENZH1,WBFS11,18.504166666666666,15.158333333333333,8
ENZH1,WOLH1,7.663333333333332,6.666666666666667,5
ER,LN,-0.08333333333333333,-0.08333333333333333,1
ERF,POEA1W,64.78333333333333,64.78333333333333,1
ERF,PUS,0.08333333333333334,0.05,4
ERFA2,POEA1W,0.8450233281493001,0.26666666666666666,643
ERFA2,PW,0.05,0.05,1
ERNH1,KUES21,2.816666666666667,2.816666666666667,1
ESU,E,1.3421998781230955,-0.7,547
ESU,GN,2.089583333333333,0.4666666666666667,8
ESU,GN S12,22.046666666666663,19.716666666666665,5
ESU,GOEW1,5.9750000000000005,5.9750000000000005,2
ESU,NS,-0.2847328244274809,-0.8666666666666667,131
ESU,OF,1.9524172252691447,0.5333333333333333,3282
ESU,PURH3H,0.6845679012345679,0.06666666666666667,27
ESU,SAGH2,0.7166666666666667,0.7166666666666667,1
ESU,UR,37.43666666666667,26.05,5
ESU,WUL,-1.5166666666666666,-1.5166666666666666,1
ESU,WULG,-0.05,-0.05,1
ESU,ZAB,1.6833333333333333,1.6833333333333333,1
ESU,ZE,120.0,120.0,1
EZ H1,PT,26.9,26.9,1
EZ H2,WIT,-0.6277777777777778,-0.6,3
F,BSE,69.03333333333333,69.03333333333333,2
F,BU,-0.292156862745098,-0.65,51
F,F,-3.7691823899371073,-3.3333333333333335,53
F,FLD,-0.5583333333333333,-0.8166666666666667,4
F,GLOS21,1.5696969696969696,1.2,11
F,HAIH2,1.9225,1.725,20
F,KLSS21,5.35,4.866666666666666,5
F,KSW,0.35,0.35,1
F,LGF,2.591333333333333,1.1333333333333333,25
F,MAT,2.227777777777778,1.8666666666666667,6
F,MD,-0.4916666666666667,-0.4916666666666667,2
F,NBN,2.1685897435897434,0.09166666666666666,26
F  H1,BU,-0.4003387533875339,-0.9,246
F  H1,CAT,1.0833333333333333,1.0833333333333333,1
F  H1,FLD,-0.40952380952380957,-0.8583333333333334,14
F  H1,GLO,2.1333333333333333,2.1333333333333333,2
F  H1,GLOS21,1.426068376068376,-0.3,39
F  H1,HAIH2,0.8166666666666667,0.8166666666666667,1
F  H1,KLSS21,10.143333333333334,6.183333333333334,5
F  H1,LB,0.7416666666666667,0.7416666666666667,2
F  H1,LGF,0.18333333333333332,0.18333333333333332,1
F  H1,MD,-0.9,-0.9,1
F  H1,NB,-0.6583333333333333,-0.6583333333333333,2
F  H1,NBN,0.37373472949389175,-0.26666666666666666,191
F  H1,O,11.333333333333334,0.6,3
F  S11,GR S11,3.4833333333333334,3.4833333333333334,1
F  S12,MAT,2.8,2.8,1
F  S22,BSE,3.3760683760683756,0.775,78
F  S22,BVSH1,4.216666666666667,4.216666666666667,1
F  S22,CAT,6.99,4.45,5
F  S22,HAUS11,-13.366666666666667,-13.366666666666667,1
F  S22,LGF,2.517948717948718,1.5333333333333332,286
F  S22,MAT,2.943200249532127,2.3833333333333333,1603
F  S22,NB H1A,0.35,0.35,1
F  S22,NBN,39.8,39.8,1
F  S22,NG,10.615277777777777,8.191666666666666,24
F  S22,WBFS11,8.862121212121211,7.0,22
FA A1,B  H1,0.5390595009596928,0.05,521
FA A1,GMI,6.616666666666666,6.616666666666666,1
FA A1,K  G,6.789285714285714,3.3583333333333334,14
FA A1,KLSS21,11.297916666666666,4.683333333333334,48
FA A1,KTTG,1.6666666666666667,1.6666666666666667,1
FA A1,LT A1,-0.36666666666666664,-0.36666666666666664,1
FA A1,MLX,35.979166666666664,15.3,8
FA A1,NIFG,13.966666666666667,13.966666666666667,1
FA A1,OW,8.709071729957806,3.533333333333333,79
FA A1,PTA,2.216666666666667,2.216666666666667,1
FA A1,SBJ,17.86388888888889,6.491666666666667,6
FA A1,TGSK1,0.06666666666666667,0.06666666666666667,1
FA A1,WT,10.811111111111112,6.116666666666666,3
FAM,DOK,2.216666666666667,2.216666666666667,1
FAM,NW S31,0.15833333333333333,0.15833333333333333,2
FAS,VBD,4.216666666666667,4.216666666666667,2
FASH1,FASH1,46.46666666666667,46.46666666666667,1
FASH1,VBD,1.7958333333333334,1.2999999999999998,4
FB,FB,0.6431064572425829,0.11666666666666667,191
FB,GZS,59.84166666666667,59.84166666666667,2
FB G,FB G,0.7426282051282052,0.43333333333333335,52
FB H1,G  A2,0.6,0.6,1
FB H1,GDB,-0.9333333333333333,-0.9333333333333333,1
FB H1,GLD,120.0,120.0,2
FB H1,GLDA1,20.51666666666667,20.51666666666667,2
FB H1,GZS,0.8408461306835291,-0.016666666666666666,2214
FB H1,HAUS11,-2.183333333333333,-2.183333333333333,1
FCHS32,K  G,7.2250000000000005,1.0916666666666666,6
FD,FD,27.466666666666665,27.466666666666665,1
FD,TAU,7.233333333333333,7.233333333333333,1
FD H1H,SOUH2,75.55,75.55,1
FEG,FEG,-7.883333333333334,-4.925,4
FEG,GZS,0.5033333333333333,-0.6166666666666667,5
FEGH1,JD G,1.91237721021611,1.2166666666666666,509
FEL,FI H1,1.6583333333333334,1.6583333333333334,2
FEL,KTO,0.5844444444444445,-0.075,60
FEL,VBO,2.2958333333333334,2.2916666666666665,4
FEL,VS,0.016666666666666684,-0.20833333333333331,8
FELH1,VBO,0.570113244707041,0.0,677
FES,STL,0.13333333333333333,0.13333333333333333,1
FH,STFH1,-0.16666666666666666,-0.16666666666666666,2
FH,VN,0.875,0.875,2
FH,VN H1,2.190811064228786,1.275,1422
FI H1,KTO,0.8323188405797101,0.11666666666666667,690
FI H1,LADS11,0.059420289855072465,-0.25,23
FI H1,LEZS11,0.33478260869565213,0.2833333333333333,23
FI H1,LIEH1,0.47508960573476705,-0.16666666666666666,279
FI H1,SILH1H,-0.42901234567901236,-0.4166666666666667,27
FI H1,SSVH3,0.16145833333333334,-0.016666666666666666,32
FI H1,STTS12,0.7289972899728998,0.1,123
FI H1,VBO,2.46358024691358,1.7,27
FIB,FIBH1,0.8111111111111112,0.75,3
FIB,MLX,0.39814814814814814,-0.016666666666666666,9
FIB,NBF,0.3575632563256326,0.16666666666666666,606
FIBH1,GRUH3,0.2292834890965732,0.03333333333333333,107
FIBH1,NBF,1.293111931119311,0.85,271
FK,FK,-2.8666666666666667,-2.2333333333333334,3
FK H1,BG,1.225,1.225,2
FK H1,BG H1,3.1622222222222223,0.95,15
FK H1,HOSH2,8.1,8.1,1
FK H1,LATH1,0.9036290322580645,0.075,124
FK H1,LC,0.17083333333333336,-0.16666666666666666,4
FK H1,LIR,0.8870009285051067,0.2833333333333333,1077
FK H1,LWA,0.6,0.6,1
FK H1,MT,2.716666666666667,2.716666666666667,1
FK H1,MT G,2.0148586456278763,1.6833333333333333,507
FK H1,RK S11,0.6,0.6,1
FK H1,WBF,0.9888888888888889,0.6,24
FK H1N,BC,0.95,0.95,1
FK H1N,ND,2.2333333333333334,2.2333333333333334,2
FK H1N,ND G,1.624248315189217,0.9166666666666666,1286
FK S12,AO S12,-0.18333333333333332,-0.18333333333333332,1
FK S12,B  H1,0.3091906721536351,-0.016666666666666666,729
FK S12,BRD,39.63333333333333,39.63333333333333,1
FK S12,FA S12,2.316666666666667,2.316666666666667,1
FK S12,TGSK1,1.3752136752136752,1.2333333333333334,117
FLD,AHO,0.43942652329749105,-0.11666666666666667,93
FLD,DOK,0.11428571428571425,-0.48333333333333334,7
FLD,ENZH1,0.4222222222222222,0.2,3
FLD,F,-0.4,-0.4,2
FLD,F  H1,0.0,0.125,4
FLD,GEFS31,1.4202380952380953,1.375,14
FLD,KO A1A,1.3173469387755101,-0.13333333333333333,49
FLD,LDFH1,0.11666666666666665,0.05,3
FLD,MD S12,0.23333333333333334,0.23333333333333334,1
FLD,NBN,3.685585585585586,1.15,37
FLD,NW H2,0.831578947368421,-0.3,19
FLD,NW S31,0.8972222222222221,-0.375,12
FLD,SU,18.95,18.95,1
FLD,TI K1,0.1,0.1,1
FLD,WBB,-0.2,-0.2,1
FLDS11,NBN,6.941666666666666,6.941666666666666,2
FM S11,SB G,-0.10809523809523804,-0.9,35
FOEH1,GZS,-1.7333333333333334,-1.7333333333333334,1
FR S12,GL,0.8461334745762712,0.23333333333333334,944
FRO,FROS11,2.3833333333333333,2.3833333333333333,1
FRO,GMI,-0.7222222222222223,-0.9750000000000001,24
FRO,LEI,7.988888888888888,2.316666666666667,6
FRO,RZN,0.21666666666666667,0.21666666666666667,1
FRO,RZNH1,4.180894308943089,1.0,41
FRO,WI,35.72222222222222,50.266666666666666,3
FRS,GMI,0.9032094594594595,-0.13333333333333333,592
FRS,KAS,0.8333333333333334,0.8333333333333334,1
FRS,LEI,0.11111111111111112,-0.11666666666666667,6
FRS,RZN,-0.25,-0.14166666666666666,4
FRS,RZNH1,1.0603295310519645,-0.05,526
FRS,WI,1.875,1.875,2
FRS,WI U3,1.1629430237774787,0.26666666666666666,743
FRS,WR A2,14.466666666666667,14.466666666666667,2
FRT,GKF,1.369350159559037,1.1166666666666667,1149
FRT,GZS,4.804166666666667,2.3166666666666664,16
FS,FS,-30.0,-30.0,2
FS H1,EDO,1.3279026217228465,0.9666666666666667,89
FS H1,KRV,1.5145390070921987,0.6666666666666667,94
FS H1,NB H1A,10.741666666666667,10.741666666666667,2
FS H1,PEMH1,-12.65,-12.65,1
FU,AK H1,2.4110136452241715,1.6833333333333333,171
FU,LIEH1,-0.21666666666666667,-0.21666666666666667,1
FU,RG,8.233333333333333,8.233333333333333,2
FU,SLN,-0.2722222222222222,-0.26666666666666666,6
FUEA1,GZS,1.1082644628099174,-0.38333333333333336,121
FUEH1,FD H1H,2.6166666666666667,2.6166666666666667,1
FW,ZL H3,3.3666666666666667,2.7416666666666667,4
FW S11,VL S11,16.683333333333334,16.683333333333334,1
FW U3,BRI,3.566666666666667,3.566666666666667,1
FW U3,JB S12,1.05,0.8166666666666667,3
FW U3,K  S12,1.4865942028985508,0.3666666666666667,138
FW U3,WTS,4.295833333333333,5.158333333333333,4
FW Z2,K  S12,4.916666666666667,4.916666666666667,1
FWA,NBF,12.205555555555556,1.7333333333333334,3
FWAH1,PEMH1,-9.508333333333333,-9.508333333333333,2
FWS,F,-4.583333333333333,-4.583333333333333,1
FWS,FWS,-5.783333333333333,-6.8,16
FWSZ1,DOK,2.51140350877193,1.3916666666666666,38
FWSZ1,GEFS31,-0.4166666666666667,-0.4166666666666667,1
FWSZ1,HAIH2,0.13333333333333333,0.13333333333333333,1
FWSZ1,NW H2,1.5219512195121951,0.7916666666666667,82
FWSZ1,NW H3,1.8777777777777778,1.4833333333333334,39
FWSZ1,NW S31,1.0179775280898875,0.23333333333333334,89
G,FB H1,-0.5166666666666667,-0.5166666666666667,1
G,G,-7.644761904761904,-10.916666666666666,35
G,GLDG,3.683333333333333,3.683333333333333,1
G,MLX,67.20555555555556,77.95,3
G,MZS,7.6,7.6,1
G,RZNH1,86.86666666666666,86.86666666666666,1
G,UE,46.93333333333333,46.93333333333333,1
G,WI U3,0.6666666666666666,0.6666666666666666,1
G  A2,GLDG,1.4148148148148147,0.26666666666666666,9
G  A2,GZS,2.775,1.2,4
GA H1,GL,0.2703210534102678,-0.3,2253
GAE,GAE,-27.273333333333333,-30.0,10
GAE,HZ,3.45,3.45,1
GAE,LGF,4.243419633225459,3.05,309
GAE,MAT,3.908888888888889,3.375,30
GAE,NG,7.729166666666667,7.416666666666666,4
GAE,O,16.962962962962962,14.516666666666667,9
GAE,WBFS11,10.506666666666666,10.2,10
GAEH1,DRG,0.65,0.65,1
GAEH1,GAEH2,42.15,42.15,1
GAEH2,GAEH1,42.21666666666667,42.21666666666667,1
GAS,VN H1,1.1833333333333333,1.1833333333333333,1
GASH1,KRV,1.0758012820512821,0.9083333333333333,104
GASH1,VN H1,1.494126984126984,0.5833333333333334,105
GB H1,VK Z1,0.21666666666666667,0.21666666666666667,1
GBK,GES,0.36666666666666664,0.36666666666666664,1
GBK,KUES21,0.6666666666666666,0.6666666666666666,1
GBK,LV,7.836666666666666,6.383333333333334,5
GBK,SVE,0.7048323471400395,0.21666666666666667,169
GBKH1,KUES21,1.7718157181571816,1.2333333333333334,123
GBKH1,LV,6.433333333333334,6.433333333333334,2
GBKH1,LZVW4,22.008333333333333,22.008333333333333,2
GBKH1,SVE,0.9025862068965517,0.48333333333333334,406
GD H1,AA,15.755555555555555,8.158333333333333,12
GD H1,AP,0.028333333333333342,-0.09166666666666667,10
GD H1,AUZ,12.05,12.05,1
GD H1,MLX,4.07465564738292,2.316666666666667,121
GD H1,NGG,2.4565420560747664,1.4583333333333333,214
GD H1,WBB,5.64480122324159,3.783333333333333,109
GDB,BGLH2,0.725,0.725,2
GDB,WI U3,0.6833333333333333,0.6833333333333333,1
GEFS11,ENZH1,-0.43333333333333335,-0.43333333333333335,1
GEFS11,GEFS31,6.283333333333333,6.283333333333333,1
GEFS32,BSE,46.733333333333334,46.733333333333334,1
GEFS32,BU,2.4116156935434043,1.3,1079
GEFS32,CAT,-0.7833333333333333,-0.7833333333333333,1
GEFS32,CF Z1,5.3,5.3,1
GEFS32,F,0.7527777777777778,0.041666666666666664,12
GEFS32,FWSZ1,-0.45,-0.45,1
GEFS32,HAIH2,0.9644487932159165,0.6583333333333333,1022
GEFS32,HZ,0.8333333333333334,-0.3,12
GEFS32,KLSS21,3.4445701357466065,2.5583333333333336,1768
GEFS32,KSW,11.254761904761905,13.233333333333333,7
GEFS32,LGF,9.206640625,7.958333333333334,128
GEFS32,MAE,-0.4666666666666667,-0.4666666666666667,1
GEFS32,MAT,15.345833333333331,11.25,4
GEFS32,NG,5.954761904761904,5.016666666666667,7
GEFS32,NW S22,1.4,1.4,1
GEFS32,O,4.167307692307692,0.8333333333333334,52
GEFS32,SUEW1,0.021080139372822295,-0.26666666666666666,574
GEFS32,WBFS11,11.075641025641024,11.35,13
GEFS32,WBFS21,0.26666666666666666,0.26666666666666666,1
GES,AST,5.066666666666666,5.066666666666666,1
GES,AX,-0.16666666666666666,-0.16666666666666666,1
GES,GES,0.9466666666666668,0.3333333333333333,25
GES,KUES21,3.145679012345679,2.35,243
GES,LV,3.8646903820816862,3.5666666666666664,506
GES,SVE,1.0042696629213483,0.35,2225
GFL,GZS,3.8666666666666667,3.8666666666666667,1
GG,GG,-8.0,-11.866666666666667,3
GG,Z  H1,47.3,47.3,1
GG A1,HP U1,-0.6,-0.6,1
GG A1,JP S21,1.55,0.05,11
GG A1,RF S21,0.375,0.375,2
GG A1,Z  H1,4.091666666666667,4.016666666666667,4
GH,G,68.36666666666666,68.36666666666666,1
GH,GH,18.0,18.0,1
GH,GZS,5.225806451612903,0.5083333333333333,186
GH,SD G,9.611333333333333,1.9666666666666668,50
GH,SEJ,5.771641791044776,1.9166666666666665,134
GJ,AK H1,0.6816666666666666,0.31666666666666665,10
GJ,LZW,3.216666666666667,3.216666666666667,2
GJ,OW,8.883333333333333,8.883333333333333,1
GJ H1,FU,1.575,1.575,2
GK S32,LZW,7.858333333333333,7.858333333333333,2
GK S32,WE S92,0.5833333333333334,0.5833333333333334,1
GKF,BGLH2,0.41506410256410253,-0.08333333333333333,208
GKF,FRT,1.0871584699453551,0.16666666666666666,1159
GKF,GKFH2,18.533333333333335,18.533333333333335,1
GKF,LBO,0.3375,0.05,396
GKF,LBOA2,0.9022697795071336,0.5833333333333334,771
GKF,PMS,0.525,0.525,2
GKF,VOB,-0.33333333333333337,-0.8333333333333334,5
GKF,VOBK3,0.29799450105126957,0.06666666666666667,4122
GKF,WTTW2,0.5510864072764021,0.11666666666666667,1979
GKFH1,WTTW2,1.2666666666666666,1.2666666666666666,1
GKV,VOBK3,0.21666666666666667,0.21666666666666667,1
GL,FR S11,0.8786235489220564,-0.26666666666666666,1005
GL,GA H1,0.686597790213804,-0.1,2323
GL,GL,0.8402752009894867,0.3,1078
GL,HDV,2.1705673758865247,0.3,188
GL,KF,2.85,2.85,1
GL,KF S11,-4.466666666666667,-4.466666666666667,1
GL,LFS,0.13333333333333333,0.13333333333333333,1
GL,LU,-0.2942982456140351,-0.525,38
GL,PRE,0.5583333333333333,0.5583333333333333,2
GL,SGE,-0.3314716312056738,-0.5666666666666667,188
GL,SGEH1,0.5959677419354839,0.23333333333333334,124
GL,SMR,0.20920138888888898,-0.8833333333333333,96
GL,SMRG,1.4516307600239378,0.21666666666666667,1114
GL,SY S11,-0.275,-0.275,2
GLA,KTO,-0.03333333333333332,-0.21666666666666667,4
GLD,GLD,-4.121428571428572,0.0,7
GLD,GLDG,2.25,2.25,1
GLDA1,FB H1,49.3,49.3,1
GLDA1,FEG,27.7,27.7,1
GLDA1,JD G,27.75,27.75,1
GLDG,G  A2,3.835185185185185,-0.08333333333333333,9
GLDG,GLD,1.0666666666666667,1.0666666666666667,1
GLDG,GLDG,1.3202766146428118,0.9,5254
GLDG,GZS,0.812753036437247,0.15,741
GLDG,LAZ,0.13333333333333333,0.13333333333333333,2
GLO,DOK,11.0875,9.0,8
GLO,ENZH1,13.523333333333332,11.175,10
GLO,LDFH1,3.85,3.85,1
GLO,MLX,2.308666666666667,1.8666666666666667,25
GLO,NBS,1.3010752688172045,0.43333333333333335,31
GLO,NW H3,3.382065217391304,2.075,92
GLO,WBB,2.908333333333333,2.908333333333333,2
GLOH1,NBS,-0.3333333333333333,-0.3333333333333333,1
GLOS22,AA,2.4261904761904765,0.4,7
GLOS22,BF U1,0.2,0.2,2
GLOS22,DOK,4.928577138289368,2.975,834
GLOS22,ENZH1,5.8586406362979035,3.033333333333333,461
GLOS22,F  H1,27.46666666666667,32.733333333333334,3
GLOS22,GEFS31,18.733333333333334,18.733333333333334,2
GLOS22,GLOH1,0.016666666666666666,0.016666666666666666,1
GLOS22,KTTG,0.4340579710144928,-0.3,23
GLOS22,LDFH1,22.080555555555552,22.558333333333334,6
GLOS22,LG H1,9.302777777777777,8.083333333333332,6
GLOS22,MD,4.15,4.15,1
GLOS22,MD S12,17.566666666666666,17.566666666666666,2
GLOS22,MLX,2.3762166666666666,1.4416666666666667,1000
GLOS22,NBS,0.819256425348244,0.06666666666666667,1699
GLOS22,NW H2,3.4643842130290063,2.4,701
GLOS22,NW H3,2.6401666666666666,1.8416666666666668,300
GLOS22,NW S31,2.9708003952569166,1.8166666666666667,1012
GLOS22,REN,32.670833333333334,31.525,8
GLOS22,SNBH2,7.15,7.15,2
GLOS22,SUEW2,56.96666666666667,56.96666666666667,1
GLOS22,WBB,4.302010050251257,2.8333333333333335,199
GM,CV,0.6615610328638497,0.4,284
GM,GM,-29.979166666666668,-30.0,4
GM,KENH1,6.316666666666666,6.316666666666666,1
GM,PUE,80.21666666666667,80.21666666666667,1
GM,WF,2.65,2.65,1
GM,WF H1,3.9401234567901233,1.0666666666666667,54
GM G,GM,-0.8666666666666667,-0.8666666666666667,1
GM G,GM G,0.65492700729927,-0.5166666666666667,274
GM G,HGRS12,3.25,3.25,1
GM G,TU,9.438888888888888,4.933333333333334,3
GM G,WF H1,3.305155979202773,0.7166666666666667,1154
GMI,AA,-1.5333333333333334,-1.5333333333333334,1
GMI,BA,10.23798185941043,5.883333333333334,441
GMI,BC,15.433788706739525,3.066666666666667,183
GMI,BEH,44.666666666666664,44.666666666666664,1
GMI,BELG,6.165,4.45,10
GMI,BM,1.3166666666666667,0.6,3
GMI,BM S12,0.9145833333333333,1.05,8
GMI,BM S33,13.833333333333334,13.833333333333334,1
GMI,BRIS11,-1.5166666666666666,-1.5166666666666666,1
